,x,y,area,perimetro,largox,largoy,m0,m1,m2,m3,m4,m5,m6,r,g,b,pr,pg,pb,clase
1631,49,47,6194.5,311.80612993240356,4024920,4644065,0.16303397321452756,0.0010067731290572613,2.248417457800486e-05,2.7277801112587055e-07,1.439006052572864e-13,6.194641702654595e-09,6.600378316876489e-13,1158527,1181584,1037608,115,118,103,Avocado
1632,48,51,5182.5,280.00714111328125,1558225,806059,0.17181768220905214,0.004054928649721747,3.575026022911654e-05,2.0435188102544803e-06,1.7435623939085218e-11,1.28634597583319e-07,1.0392273074611258e-12,1406890,1430420,1305729,140,143,130,Avocado
1633,50,46,7089.0,326.39191603660583,4503407,5926127,0.1605552470580655,0.00027479021859861286,6.256613017812231e-06,4.270644161157328e-08,-2.0539406561990696e-14,-3.804720985170542e-10,-8.090650996205784e-15,924067,949090,813736,92,94,81,Avocado
1634,47,51,5229.5,280.8355664014816,1766939,764223,0.17054703809365623,0.0035552346949606207,4.341875139300292e-05,2.1209940389435963e-06,2.0005598431906394e-11,1.1763013739198821e-07,3.749354494117055e-12,1411858,1433389,1305298,141,143,130,Avocado
1635,49,46,7172.5,331.806129693985,4515087,5579327,0.1599234786320017,8.894111242956002e-05,2.9417479831845768e-06,5.186088160285158e-08,-1.3357135020396272e-14,-4.663017667091836e-10,-1.522856762974413e-14,911835,937016,809239,91,93,80,Avocado
1636,48,51,5179.5,278.83556747436523,1527018,779394,0.17123909201452409,0.0037682026916779168,5.193808560762764e-05,2.6939340919201804e-06,3.1518455776563393e-11,1.5733437954790778e-07,4.691436126775448e-12,1433641,1453039,1325117,143,145,132,Avocado
1637,48,47,6911.5,325.806129693985,3830903,4164323,0.15961772114111894,1.4026391631991635e-05,1.5994595661047366e-07,4.1264839986953424e-08,2.4047075787881977e-15,1.5177706316163795e-10,-2.3358128155826947e-15,969604,995069,881092,96,99,88,Avocado
1638,48,51,5196.5,281.1787132024765,1711604,949133,0.1715565140050574,0.003934242141993181,4.099896009569946e-05,2.257059051105851e-06,2.1380178482347964e-11,1.3442279716259964e-07,3.781669456914533e-12,1406413,1428976,1303486,140,142,130,Avocado
1639,49,47,7163.0,331.56348848342896,4593270,5301890,0.16022161890135517,0.00016249660625601974,3.7891917770376864e-06,5.4244924277704976e-08,-6.506787319419343e-15,-6.447317278389018e-10,-2.3716631402591584e-14,899614,925918,793840,89,92,79,Avocado
1640,48,47,6882.5,320.1492757797241,4494520,4830456,0.1606157779533608,0.0003118645110612077,2.5206391727007374e-05,8.505732645391296e-08,9.670685021768635e-14,7.720894905868772e-10,7.847930805487857e-14,1066490,1104122,947730,106,110,94,Avocado
1641,48,47,6338.5,306.49242186546326,4151413,4460446,0.1629298009153708,0.0010606877013937114,3.078713786184497e-05,3.451845745245732e-07,8.980355559132107e-13,7.344828683280439e-09,6.780809659288455e-13,1188081,1222555,1073929,118,122,107,Avocado
1642,48,50,5181.0,280.79393792152405,1618812,1114084,0.1748919083650497,0.005127604239685431,4.017363234573865e-05,2.1152297409072426e-06,1.512282294703817e-11,9.791604209988291e-08,-1.2308600449238838e-11,1455479,1475051,1312350,145,147,131,Avocado
1643,48,51,5104.0,279.62236404418945,1525139,782450,0.17486831739854616,0.005109189230429969,4.141088169818645e-05,2.577489555277159e-06,2.4953472955235648e-11,1.632647206685221e-07,-9.29626204383951e-12,1467392,1485395,1335449,146,148,133,Avocado
1644,49,51,4808.0,272.4507917165756,1279432,803898,0.17625967678334703,0.005613551040814061,3.65982108271446e-05,2.8201154286586426e-06,2.7269679908699732e-11,1.9302421648697455e-07,8.786827149102777e-12,1528390,1553869,1418974,152,155,141,Avocado
1645,48,48,5386.0,284.59292709827423,3457147,3457147,0.1708551374190263,0.0037612333322989576,2.0307074215840962e-05,7.940669065489688e-07,2.7134921910391383e-12,3.472655525812062e-08,1.6746834534948553e-12,1354813,1374121,1253004,135,137,125,Avocado
1646,49,50,4835.5,273.0365779399872,1202062,964813,0.17605981048946484,0.005558823092631493,2.9199533367937554e-05,2.082525894442657e-06,1.4713032648314624e-11,1.2811612872235372e-07,6.873801319421105e-12,1500852,1527310,1402038,150,152,140,Avocado
1647,48,49,5500.0,285.0782070159912,3542245,3273658,0.1692394113825864,0.003231648501038834,1.5553685420764e-05,4.1014369358373905e-07,4.4628260756799617e-13,5.007492711306056e-09,9.348448400004253e-13,1317217,1334840,1214028,131,133,121,Avocado
1648,48,50,4935.0,278.4507917165756,1443347,961178,0.17614879021092583,0.005568456876741411,3.9442709631323274e-05,2.4653937967619422e-06,2.035313447629818e-11,1.3403345250516089e-07,1.3296685530052662e-11,1429810,1456644,1351907,142,145,135,Avocado
1649,50,46,5168.5,284.49242210388184,3217303,4260848,0.17119449715465068,0.0036549958254639553,5.525078195062442e-05,1.467043587072038e-06,1.0002255333982328e-11,4.230172831312848e-08,-8.625745481948155e-12,1528992,1548560,1361190,152,154,136,Avocado
1650,48,51,5176.5,280.0071417093277,1590825,837155,0.1719722291893667,0.004098188014709348,3.9046856378735434e-05,2.259120408064387e-06,2.1185460685736472e-11,1.4332403973381493e-07,1.1725739180207665e-12,1407029,1430153,1308137,140,143,130,Avocado
1651,48,50,5028.5,275.8650063276291,1466797,977407,0.1749883288345704,0.00518165432666953,3.446373508514646e-05,1.995735444498659e-06,1.3862237606552195e-11,1.0420353735375226e-07,9.043690455211851e-12,1412408,1437953,1331619,141,143,133,Avocado
1652,50,46,5248.0,288.5929273366928,3260574,4315375,0.17138926530545104,0.0037171562743564647,5.1425788592419524e-05,1.4838105557699076e-06,1.1460894749510767e-11,5.988319206775394e-08,-6.053975364662959e-12,1491379,1512372,1328537,149,151,132,Avocado
1653,49,50,4881.5,273.86500549316406,1331816,1090344,0.1755446749332713,0.005368340955057291,3.0414198945724394e-05,1.958225221795009e-06,1.2993355594382252e-11,1.0617246507280928e-07,7.717252650891882e-12,1476835,1504108,1385254,147,150,138,Avocado
1654,48,50,4886.0,273.62236499786377,1391651,915124,0.17637606165134131,0.005645843102650299,3.770961570090332e-05,2.484848840145919e-06,2.1173144166257857e-11,1.4554611860636106e-07,1.1413272820417236e-11,1455924,1482622,1372771,145,148,137,Avocado
1655,49,49,5625.5,287.6639938354492,3362388,3362388,0.16767808781809074,0.002708044020813556,1.318074090018929e-05,2.2822213688677582e-07,-9.793857573496759e-14,-4.762863104580172e-09,3.835203743164782e-13,1283856,1300920,1177923,128,130,117,Avocado
1656,49,49,6187.0,297.90663409233093,4027866,4027866,0.1647304688133116,0.0017266233703656852,1.718471948733274e-05,1.76893434232137e-07,-2.836261307206846e-13,-6.779193603647337e-09,1.2115063564227796e-13,1154632,1172064,1037958,115,117,103,Avocado
1657,49,48,5403.5,286.8355666399002,3321343,3587233,0.16952200712352253,0.0032558384785762043,3.4332946988642115e-05,1.1845373513168777e-06,6.328281209795427e-12,4.8575547741987225e-08,4.125072093404124e-12,1373818,1401607,1269960,137,140,126,Avocado
1658,48,48,5671.5,292.0071403980255,3642485,3642485,0.16707022121548776,0.002407758075471964,3.832743681054795e-05,1.003547203150327e-06,5.6247856499872165e-12,3.9593563153840824e-08,2.664308035664751e-12,1329072,1359605,1221729,132,135,122,Avocado
1659,49,49,7477.5,327.80613017082214,4421843,4421843,0.159743618029824,0.00014084216102817193,6.958274976275711e-06,1.3650164992176552e-08,2.201198663884257e-15,9.591960113107081e-11,3.585019067190174e-15,912784,932879,757525,91,93,75,Avocado
1660,48,50,5152.5,280.20815086364746,1630019,1126671,0.17492102555295763,0.005126424113790362,4.389528873558881e-05,2.156856013310807e-06,1.477323958661106e-11,8.44430116229507e-08,-1.4905902617345367e-11,1481511,1501808,1336027,148,150,133,Avocado
1661,48,50,4902.0,273.62236428260803,1423304,944224,0.1764790372276479,0.005685495727705723,3.9197115714880045e-05,2.5543551654700117e-06,2.224230911957571e-11,1.484105479738514e-07,1.2591964670335185e-11,1444107,1470956,1364926,144,147,136,Avocado
1662,48,47,6760.0,318.2497811317444,3742930,4072993,0.1598174562863878,0.00010858578453165418,1.738523267541852e-07,2.603021107295564e-08,1.7177201885755556e-15,2.6838151768639196e-10,3.4019086472325483e-16,1048543,1079213,955430,104,107,95,Avocado
1663,48,47,6982.5,324.1492748260498,4004229,4343111,0.1596392874677489,5.148832473423507e-05,8.792572654801969e-07,1.851317530574351e-08,2.170227256790969e-15,9.17928030791933e-11,9.322788094675734e-16,1026183,1063223,917427,102,106,91,Avocado
1664,48,51,5116.0,280.45079147815704,1568049,821821,0.17469266349620394,0.005033457103941502,4.609201954616796e-05,2.9038667487195705e-06,3.184035141601527e-11,1.867348907520483e-07,-1.0716012934752145e-11,1465885,1484955,1336863,146,148,133,Avocado
1665,48,50,5169.5,280.2081506252289,1610804,1107102,0.17497608266398323,0.005151435368049656,4.2020057791727256e-05,2.1596255990243817e-06,1.513670574639907e-11,9.1705629127704e-08,-1.3932887104810335e-11,1465696,1486797,1320869,146,148,132,Avocado
1666,48,50,5200.0,280.793937087059,1645177,1137862,0.17504645681828596,0.005179061246531536,4.151921750903763e-05,2.372512750986061e-06,2.0086104857157158e-11,1.2937167923263599e-07,-1.2288786386179425e-11,1448416,1469421,1310417,144,146,131,Avocado
1667,48,50,4911.5,274.2081514596939,1429675,949644,0.17643636276999575,0.005669488591415908,4.059672922521228e-05,2.61669013339012e-06,2.3211236104424928e-11,1.491389029303424e-07,1.3733027424047679e-11,1439443,1465040,1361210,143,146,136,Avocado
1668,50,46,5160.0,284.24978244304657,3152218,4188765,0.1714884237746802,0.0037578891481936548,4.946878002066173e-05,1.3763347333124518e-06,9.648949230889562e-12,5.061354392267201e-08,-5.989336119989399e-12,1519278,1540915,1357970,151,154,135,Avocado
1669,48,50,4991.5,275.86500573158264,1454209,967694,0.17557434745100448,0.005383044815319011,3.516390168955644e-05,2.1393522653584857e-06,1.5792783639330185e-11,1.1759326412785032e-07,9.741328739294307e-12,1419006,1444000,1341072,141,144,134,Avocado
1670,50,46,5297.5,288.4924216270447,3349616,4422013,0.17014773352360124,0.0033032110155977565,4.4652620560537864e-05,1.2658627430275354e-06,9.376050388626996e-12,6.211996490792468e-08,-1.632286273165204e-12,1457525,1480507,1302246,145,148,130,Avocado
1671,50,49,7574.5,328.6345565319061,4485094,4863913,0.15981308889945384,0.00015660828287281228,8.445021681255847e-06,1.6912271306878346e-08,1.0778373080105134e-15,6.354653159384245e-11,6.299970827057049e-15,878518,898219,726961,87,89,72,Avocado
1672,48,50,4893.0,274.4507917165756,1372642,896613,0.17592592261854828,0.005492607950436692,3.436645333185173e-05,2.2458550660393064e-06,1.7085823889385023e-11,1.2543441403759106e-07,9.867653141857555e-12,1460873,1488417,1374766,146,148,137,Avocado
1673,50,49,7065.0,316.04877150058746,4416304,4773972,0.1604957200271136,0.00034676174960563815,1.876450273206286e-05,4.80020198209741e-08,-2.9266919989308837e-14,-5.127768442996774e-10,3.491293832919847e-14,969807,988986,834129,96,98,83,Avocado
1674,49,49,7314.0,321.56348967552185,4129377,4129377,0.1597497136777793,0.00015588951222726368,3.4855865569170378e-06,8.186766579891627e-09,1.3589872642667385e-15,9.981818300676516e-11,2.563297268460294e-16,963185,982502,803994,96,98,80,Avocado
1675,49,50,6986.0,315.5634900331497,3755864,3410899,0.15966392305198046,0.00013107445571877943,1.9374660536172847e-06,4.309340201570421e-09,1.7883166787865702e-16,1.9916930028711464e-11,-3.50809539681197e-16,1061209,1080315,893364,106,108,89,Avocado
1676,48,51,5200.0,280.5929261445999,1513765,762908,0.17152740559372312,0.003947457049753269,3.4878652037641586e-05,2.015538896511561e-06,1.6895482211964402e-11,1.2595409230915322e-07,3.5534123872450063e-13,1404753,1427598,1303649,140,142,130,Avocado
1677,50,46,6791.0,322.3919161558151,4279582,5648048,0.16089259472513265,0.00037903489526570726,9.470177379233057e-06,6.290641859665432e-08,-4.6078365695139707e-14,-1.7275490362283057e-10,1.5304801687500943e-14,1000393,1024653,891985,100,102,89,Avocado
1678,49,51,5140.0,278.9360729455948,1475154,969343,0.172515623040065,0.004287391556362798,4.008170090167776e-05,2.4046241215400974e-06,2.3603690241274124e-11,1.5696507412204504e-07,4.051370933699155e-13,1411269,1436418,1315355,141,143,131,Avocado
1679,50,47,6272.5,313.80613112449646,3903072,4845484,0.16357485467934701,0.0011797624577310332,2.0940459221355488e-05,2.760449840806207e-07,2.1774720118437656e-13,7.58528133273197e-09,6.269495500545696e-13,1147016,1170810,1018836,114,117,101,Avocado
1680,48,47,5632.0,290.2497808933258,3506682,3778707,0.16740695976923775,0.0025373699509378795,3.4207675865403485e-05,1.007247512853642e-06,5.606864392858085e-12,4.4343494698901364e-08,1.8761430387998613e-12,1338319,1366552,1230998,133,136,123,Avocado
1681,48,47,6131.5,302.83556711673737,4075178,4374214,0.16475364183427604,0.0016543581115395724,3.234211536032524e-05,5.788997983713956e-07,2.162996384505278e-12,1.7521929457494853e-08,1.2633049186918783e-12,1232383,1265242,1119191,123,126,111,Avocado
1682,49,51,4802.0,272.4507917165756,1183410,712428,0.17603352865440713,0.005527414178689111,3.913742973810413e-05,3.042835656279401e-06,3.2232309498321024e-11,2.1320657855001776e-07,7.98142297999342e-12,1539855,1564841,1423829,153,156,142,Avocado
1683,49,49,6448.0,303.56348860263824,4189674,4189674,0.16293780867933005,0.0011177501579441773,2.2538855099871577e-05,1.4938690303866222e-07,-2.4682448561136175e-13,-4.4610943536934314e-09,1.1923660309009232e-13,1098292,1117072,980904,109,111,98,Avocado
1684,49,48,5234.0,280.93607234954834,3177371,3434349,0.17138554485850882,0.00393402676902709,2.1286714983092218e-05,9.588399860285264e-07,3.910766264702811e-12,4.806634542601368e-08,1.8630195539812676e-12,1402915,1424488,1304203,140,142,130,Avocado
1685,49,51,4825.0,272.1076465845108,1324922,847216,0.17496825576663105,0.005138379528230622,4.272495528902338e-05,3.135361569212486e-06,3.522155785196545e-11,2.1222185776067232e-07,8.735944719819e-12,1551503,1574876,1425798,155,157,142,Avocado
1686,48,49,5308.0,283.4213538169861,3359430,3100981,0.1700442568093714,0.00344198115234247,3.167022389158225e-05,1.2273534065057772e-06,6.801733108119369e-12,5.68629454946431e-08,3.5058370642475267e-12,1395762,1421147,1294943,139,142,129,Avocado
1687,48,50,5103.5,279.52185928821564,1525913,1029910,0.1734696746511673,0.004635509095351257,3.490479493887021e-05,1.909079532723527e-06,1.4309334211718048e-11,1.1016774512463478e-07,6.172811830466837e-12,1408079,1432405,1320227,140,143,132,Avocado
1688,50,46,5757.0,299.0782083272934,3572639,4732966,0.16589420023990187,0.0019084083394554595,3.135310723509687e-05,6.35112604330615e-07,2.371316633817443e-12,2.7433373642268444e-08,1.552103544896127e-12,1298036,1319112,1159217,129,131,115,Avocado
1689,49,50,5088.0,277.27921855449677,1431688,1180809,0.17409206311507022,0.0048677242022313605,3.342791590168176e-05,1.868922848780102e-06,1.2781115100009982e-11,9.995385019782087e-08,7.406585211152698e-12,1403300,1428981,1320527,140,142,132,Avocado
1690,50,46,5430.0,293.07820761203766,3395630,4492582,0.16869558847545904,0.0027989609655609195,4.2440637204738654e-05,1.0156532422290484e-06,6.664583155025447e-12,5.018089431525713e-08,2.198385744262125e-13,1402914,1423907,1251998,140,142,125,Avocado
1691,48,50,5039.5,279.8650047779083,1458232,968693,0.1745452644158648,0.005031121253941916,3.1530441634061764e-05,1.7140053808144606e-06,1.0103598893255369e-11,8.244640447421021e-08,7.529051320465039e-12,1410397,1435511,1328551,141,143,132,Avocado
1692,50,46,5270.5,288.0071402788162,3376459,4442591,0.17138712510085125,0.00372505269089313,5.506207931814892e-05,1.7426660214336385e-06,1.5250826089030662e-11,7.292099671068611e-08,-7.669160828737123e-12,1494500,1515766,1330077,149,151,133,Avocado
1693,48,50,4960.5,275.8650052547455,1452663,968234,0.17608626014227916,0.005547907439099604,4.0674363986390816e-05,2.566767900909687e-06,2.2425248310928142e-11,1.4447021271512765e-07,1.3599168199959974e-11,1426134,1452053,1347989,142,145,134,Avocado
1694,50,49,5872.5,292.1492758989334,3560928,3855880,0.16583080579232434,0.0020937192112299233,1.4633181859667903e-05,1.7638736218777619e-07,-2.721384254261748e-13,-7.697194105113723e-09,7.90279373223547e-14,1227290,1244196,1117121,122,124,111,Avocado
1695,50,46,5290.0,287.4213539361954,3323667,4390309,0.17067424649058505,0.003494159984589017,4.79398925313414e-05,1.2450832368144007e-06,7.710563990075895e-12,3.8644112197484535e-08,-5.7514571569846806e-12,1509720,1530611,1335645,150,153,133,Avocado
1696,48,51,4814.5,273.03657722473145,1404329,697129,0.17605812046695396,0.005550373060698234,3.1458277856940346e-05,2.231832430663848e-06,1.6870796017697312e-11,1.3566408292694142e-07,8.06818559145329e-12,1509267,1535517,1408514,150,153,140,Avocado
1697,49,49,5600.0,287.07820904254913,3515057,3515057,0.16854214283563135,0.0030021089659860232,1.321309878801481e-05,2.746472224295568e-07,2.5673685523547575e-14,-2.037746757886062e-09,5.225666012737352e-13,1294776,1312419,1189327,129,131,118,Avocado
1698,49,51,4805.0,272.4507918357849,1240597,766878,0.17627725794738303,0.005612643232620911,3.862018736676485e-05,3.008992109313042e-06,3.1093338626958896e-11,2.0800465610178637e-07,9.23872081717574e-12,1532812,1557798,1420392,153,155,142,Avocado
1699,48,49,5363.0,285.4213539361954,3415631,3154687,0.1706557267951723,0.003689631891477838,2.1879577015501326e-05,7.962478848295904e-07,2.6312548693793006e-12,3.050502492500873e-08,2.030260462913624e-12,1357512,1375592,1255915,135,137,125,Avocado
1700,50,50,7013.0,317.22034227848053,3768122,3768122,0.15964089066873033,0.00012298314601855102,2.432986465285481e-06,5.682527437242794e-09,5.657333511820588e-16,4.982908926301873e-11,-3.555095313623316e-16,1047520,1064001,884377,104,106,88,Avocado
1701,47,47,6378.0,308.2497808933258,4164209,4164209,0.1624051227459695,0.0008827095363672369,3.039728425748791e-05,3.0412287063874483e-07,8.097430904427066e-13,6.783084939191039e-09,4.4648343445562405e-13,1177781,1213698,1064358,117,121,106,Avocado
1702,48,47,7172.0,326.73506140708923,4644272,4991693,0.16028519596408017,0.00020613228804998372,2.197299668577851e-05,4.600810251372209e-08,4.3741157885550846e-14,4.15558598581689e-10,1.5053407822429147e-14,1000171,1039243,877377,100,103,87,Avocado
1703,48,51,5198.0,279.42135310173035,1570718,818718,0.17082776310479655,0.00364184609111866,4.5945442825294196e-05,2.332109386500355e-06,2.3869675308059228e-11,1.3363010357905514e-07,3.605256328759019e-12,1429625,1449078,1321629,142,144,132,Avocado
1704,49,46,6847.0,323.90663492679596,3929240,4953283,0.159611312961162,3.049885423552935e-05,5.5950097780383064e-08,2.7873070790035286e-08,9.918102584324783e-16,1.539025503835803e-10,4.773901545204103e-16,989732,1016038,902021,98,101,90,Avocado
1705,49,50,5072.5,279.0365777015686,1352698,1104126,0.17533094030496008,0.005278043453701026,3.4225607064431213e-05,1.858068140203175e-06,1.2710378666532327e-11,9.903677544136284e-08,-7.615615732117175e-12,1520916,1541146,1372018,152,154,137,Avocado
1706,48,51,5222.5,281.1787129640579,1550246,796524,0.17064226028567686,0.0035918974849902786,4.332043500128151e-05,2.1571194219255975e-06,2.0433128388210186e-11,1.1968353510378081e-07,4.160905654196954e-12,1409995,1431469,1303593,140,143,130,Avocado
1707,50,46,7265.0,333.5634888410568,4479973,5941556,0.1597849747017198,3.5298390049895363e-05,1.4404199874838244e-06,6.281018500103641e-08,-5.7496803272287915e-15,-3.7196660167720486e-10,-1.799633682791554e-14,884443,910112,784005,88,91,78,Avocado
1708,49,51,4837.5,273.52185928821564,1245665,770604,0.17442536523617597,0.004944130422287091,3.9279932635445185e-05,2.8670830063152017e-06,2.958956915177794e-11,1.9177182015655052e-07,7.085388937198615e-12,1558652,1579758,1426816,155,157,142,Avocado
1709,49,48,5215.0,279.76449859142303,3163161,3419451,0.17127220754669797,0.0038878188345116884,2.272243666850146e-05,9.82174715138183e-07,4.155614097553451e-12,4.8118192787844114e-08,2.0639130941234727e-12,1406085,1429527,1307944,140,142,130,Avocado
1710,49,51,4817.0,272.10764610767365,1348663,870495,0.175147850881094,0.005207152430950174,4.090584887122199e-05,3.0764079589912506e-06,3.38157261482082e-11,2.1347041168533796e-07,6.892862061778988e-12,1550158,1572460,1427279,155,157,142,Avocado
1711,49,49,5277.0,282.5929265022278,3227818,3227818,0.17137854076616704,0.00393655739347298,2.2210870875442584e-05,9.047461015084531e-07,3.3460907575064596e-12,3.850744728942411e-08,2.29192349124482e-12,1382641,1403387,1282439,138,140,128,Avocado
1712,49,49,7408.0,324.39191603660583,4525585,4525585,0.15975464751434543,0.00015136579263823582,5.078163329368841e-06,1.1053695329041004e-08,2.144018183534999e-15,1.1082379712869193e-10,1.5038902567846389e-15,931966,951625,775970,93,95,77,Avocado
1713,48,47,7090.5,326.9777030944824,4224972,4569880,0.15951305554875733,3.089321523814209e-05,2.0324344558605033e-06,3.1141825725371447e-09,3.6597369371617585e-17,7.752923180024144e-12,2.4503820978263387e-16,1013434,1050583,900440,101,105,90,Avocado
1714,48,47,6761.5,318.83556747436523,3724619,4054059,0.15980740337565924,0.00010259282323378893,3.9977600306984893e-07,2.76547155107037e-08,2.9037796117261567e-15,2.699508182225342e-10,1.5255224192621657e-16,1053734,1085623,958165,105,108,95,Avocado
1715,48,50,5144.5,280.20815086364746,1661900,1157858,0.17492104880896173,0.005121748901684918,4.56630187881057e-05,2.233687258633687e-06,1.5760776000371528e-11,8.576518484685373e-08,-1.6139922043956273e-11,1488311,1508416,1342447,148,150,134,Avocado
1716,50,49,6103.5,296.1492748260498,3625604,3931239,0.16411551472586963,0.0015129538367087989,1.8093710671861235e-05,1.5628304122078312e-07,-2.552526892732878e-13,-5.85156965790765e-09,6.254509963053181e-14,1174650,1191565,1060114,117,119,106,Avocado
1717,49,49,5708.5,288.1492762565613,3629146,3629146,0.16707092395680193,0.0025032990404969375,1.318074722874075e-05,1.8418522143187998e-07,-2.082989253045582e-13,-7.078216923812907e-09,1.974064049872715e-13,1266023,1282833,1158179,126,128,115,Avocado
1718,48,50,4884.0,273.62236499786377,1400805,923967,0.17649727588353728,0.005693626609200785,3.668556118041787e-05,2.4299836972136146e-06,2.004226344947496e-11,1.4156017704748905e-07,1.1166681994274937e-11,1452269,1479313,1370429,145,147,137,Avocado
1719,49,50,4886.0,274.4507918357849,1353506,1111423,0.17555257050367035,0.005370734028670106,3.0432329497710667e-05,1.993305683255195e-06,1.3491906757141514e-11,1.1051920686142415e-07,7.680532391528963e-12,1471056,1498048,1381601,147,149,138,Avocado
1720,50,46,5304.5,286.83556711673737,3285257,4349440,0.17090234112942948,0.003566020455148457,5.187935914130721e-05,1.3496656003732947e-06,8.507249751432533e-12,3.7872066557938416e-08,-7.427957378771317e-12,1506442,1528460,1333584,150,152,133,Avocado
1721,48,50,4971.5,276.6934324502945,1452165,967068,0.17584510431316458,0.005470190754782093,3.821607405911892e-05,2.3964983370085703e-06,1.9765390342000585e-11,1.357293120062653e-07,1.1632683193800348e-11,1424209,1448833,1345671,142,144,134,Avocado
1722,50,46,5254.5,288.00714004039764,3306229,4365216,0.17138208049795992,0.003723782061914571,5.100294716339227e-05,1.5708382154104748e-06,1.2709906746027947e-11,6.661478148215028e-08,-6.012530392493043e-12,1492347,1515140,1329696,149,151,132,Avocado
1723,48,50,5041.0,280.45079147815704,1446949,957730,0.1746152305322424,0.005051436769486835,3.2409151225140064e-05,1.7802451821875205e-06,1.091908106634492e-11,8.652856544005429e-08,7.976765273193285e-12,1411423,1435498,1329429,141,143,132,Avocado
1724,50,50,7010.0,317.22034442424774,3849810,3849810,0.15967839001923184,0.0001309736901005445,3.407965744183395e-06,8.108785974889433e-09,1.0796914938417756e-15,6.827784442056339e-11,-8.0703094075978e-16,1051621,1070375,887413,105,107,88,Avocado
1725,48,49,5356.0,284.59292590618134,3406440,3145669,0.1705309775475179,0.0036483266755453683,2.0470118253980314e-05,7.508610722981765e-07,2.3997496769998028e-12,2.99153811462998e-08,1.7049372681684583e-12,1358039,1377497,1256607,135,137,125,Avocado
1726,49,51,4808.0,272.4507920742035,1259341,784669,0.17617964832437363,0.005583682121708946,3.629141842546627e-05,2.8113497279435402e-06,2.7075116679910827e-11,1.9199671279471022e-07,8.56355247565118e-12,1531719,1555462,1420122,153,155,142,Avocado
1727,49,49,5574.0,287.078208565712,3496147,3496147,0.168530293512522,0.002992739450064678,1.3751463458368714e-05,2.5968223969194384e-07,-9.632810510404705e-14,-4.932455978117277e-09,4.811772351006016e-13,1298273,1317034,1193425,129,131,119,Avocado
1728,50,51,4830.5,273.86500453948975,1194149,952475,0.17595976867753402,0.005515530887329773,3.110294480775689e-05,2.252450490502775e-06,1.731975941229243e-11,1.4145515956004745e-07,7.447598847702305e-12,1506243,1530815,1406055,150,153,140,Avocado
1729,47,46,7018.0,324.0487720966339,4605158,4940847,0.16039305180577157,0.00023394429716227364,2.6777588286246287e-05,6.57748600022425e-08,6.37277257854144e-14,3.917210044554174e-10,5.96549394129661e-14,1036393,1077057,915729,103,107,91,Avocado
1730,48,47,6273.5,307.32084834575653,4057558,4363858,0.16270951367625497,0.0009674375651895509,3.628341851004907e-05,3.767962023620637e-07,1.1381172774881858e-12,8.192104616674902e-09,8.035539538628534e-13,1199316,1235807,1086265,119,123,108,Avocado
1731,48,46,7227.0,331.5634890794754,4489305,5190700,0.1597453931047183,2.6458692361316296e-05,2.284930538036661e-06,6.0231277170658e-08,-8.87423787637501e-15,-3.0981351402426626e-10,-2.050663820624905e-14,893954,920613,794732,89,92,79,Avocado
1732,48,51,5216.5,280.00713992118835,1531438,779504,0.17077192276443603,0.0036211900681227876,4.819289016427522e-05,2.4344011127317553e-06,2.590899971644462e-11,1.3667000519214067e-07,4.8993031455187964e-12,1413493,1433110,1306632,141,143,130,Avocado
1733,49,46,6834.5,322.49242067337036,3859920,4879857,0.15961268188810793,3.976251650921125e-05,1.914576278001119e-07,2.5727322218312028e-08,1.6772674724711867e-15,1.6154828181089724e-10,6.686294344994075e-16,996455,1024605,909302,99,102,90,Avocado
1734,48,51,5187.0,279.42135298252106,1548448,798876,0.17097918084654729,0.003694113516091907,4.728658120261085e-05,2.3894055023745285e-06,2.5013694792644713e-11,1.366069883684232e-07,4.402957806537249e-12,1432965,1450960,1324089,143,145,132,Avocado
1735,48,47,6770.0,319.4213534593582,3709579,4039033,0.15980458063724734,0.00010375366964546242,3.6248232329825625e-07,2.759702132583649e-08,2.74371156767475e-15,2.7378393776378823e-10,3.0102624384380026e-16,1052795,1086849,954994,105,108,95,Avocado
1736,48,48,5402.5,286.00714004039764,3478427,3478427,0.17111356515292428,0.0038431561683131103,2.3719795319784003e-05,9.855248426405556e-07,4.160092649918066e-12,4.6235074781367096e-08,2.3234068201218016e-12,1352595,1372290,1250661,135,137,125,Avocado
1737,48,47,7151.0,327.5634903907776,4415527,4764974,0.1595570551692275,2.663455941334387e-05,3.4808206694784484e-06,5.949554481716035e-09,-3.5353447176615093e-16,1.7675941594677035e-11,7.797856892118794e-16,996286,1036385,881331,99,103,88,Avocado
1738,49,50,5137.5,279.0365787744522,1418327,1166380,0.174921952119313,0.005124377904726268,4.429901618801967e-05,2.1379974877463237e-06,1.4371967014448528e-11,8.017616651934636e-08,-1.5045748306389114e-11,1491543,1510420,1346119,149,151,134,Avocado
1739,49,49,7432.0,324.3919162750244,4478750,4478750,0.15975688685794862,0.00015735118371571196,4.410906858032088e-06,9.844620480010836e-09,1.7363892778098132e-15,1.0457961961775713e-10,1.0924412839410154e-15,925836,943696,770341,92,94,77,Avocado
1740,49,49,5281.0,282.5929263830185,3235639,3235639,0.1714271919623205,0.003950156584356403,2.2951147466858512e-05,9.882731472485818e-07,4.059806692258381e-12,4.555639989377952e-08,2.3814102034507808e-12,1385186,1404309,1284542,138,140,128,Avocado
